1005,0,0,0,0,1005,0,0,0,0,1005,0,0,0,0,1005,-44797.9716578817
1005,0,0,0,0,1005,0,0,0,0,1005,0,0,0,0,0,-25343.3260497067
1005,0,0,0,0,1005,0,0,0,0,1005,0,0,0,0,0,-25343.3260497067
1005,0,0,0,0,1005,0,0,0,0,0,1145,0,0,0,0,-18273.6732470237
1005,0,0,0,0,1005,0,0,0,0,0,1145,0,0,0,0,-18273.6732470237
1005,0,0,0,0,1005,0,0,0,0,0,1145,0,0,0,0,-18273.6732470237
1005,0,0,0,0,1005,0,0,0,0,0,0,1260,0,0,0,-19864.3699690144
1005,0,0,0,0,1005,0,0,0,0,0,0,1260,0,0,0,-19864.3699690144
1005,0,0,0,0,1005,0,0,0,0,0,0,1260,0,0,0,-19864.3699690144
1005,0,0,0,0,0,1145,0,0,0,0,1005,0,0,0,0,-7886.03389081369
1005,0,0,0,0,0,1145,0,0,0,0,1005,0,0,0,0,-7886.03389081369
1005,0,0,0,0,0,1145,0,0,0,0,1005,0,0,0,0,-7886.03389081369
1005,0,0,0,0,0,1145,0,0,0,0,0,1145,0,0,0,8483.13623571913
1005,0,0,0,0,0,1145,0,0,0,0,0,1145,0,0,0,8483.13623571913
1005,0,0,0,0,0,1145,0,0,0,0,0,1145,0,0,0,8483.13623571913
1005,0,0,0,0,0,1145,0,0,0,0,0,0,1260,0,0,7989.72358058054
1005,0,0,0,0,0,1145,0,0,0,0,0,0,1260,0,0,7989.72358058054
1005,0,0,0,0,0,1145,0,0,0,0,0,0,1260,0,0,7989.72358058054
1005,0,0,0,0,0,0,1260,0,0,0,0,1005,0,0,0,-8287.61579132282
1005,0,0,0,0,0,0,1260,0,0,0,0,1005,0,0,0,-8287.61579132282
1005,0,0,0,0,0,0,1260,0,0,0,0,1005,0,0,0,-8287.61579132282
1005,0,0,0,0,0,0,1260,0,0,0,0,0,1145,0,0,7848.47789476414
1005,0,0,0,0,0,0,1260,0,0,0,0,0,1145,0,0,7848.47789476414
1005,0,0,0,0,0,0,1260,0,0,0,0,0,1145,0,0,7848.47789476414
1005,0,0,0,0,0,0,1260,0,0,0,0,0,0,1260,0,10736.7331372308
1005,0,0,0,0,0,0,1260,0,0,0,0,0,0,1260,0,10736.7331372308
1005,0,0,0,0,0,0,1260,0,0,0,0,0,0,1260,0,10736.7331372308
0,1145,0,0,0,0,1005,0,0,0,0,1005,0,0,0,0,7376.81626693829
0,1145,0,0,0,0,1005,0,0,0,0,1005,0,0,0,0,7376.81626693829
0,1145,0,0,0,0,1005,0,0,0,0,1005,0,0,0,0,7376.81626693829
0,1145,0,0,0,0,1005,0,0,0,0,0,1145,0,0,0,23745.9863934711
0,1145,0,0,0,0,1005,0,0,0,0,0,1145,0,0,0,23745.9863934711
0,1145,0,0,0,0,1005,0,0,0,0,0,1145,0,0,0,23745.9863934711
0,1145,0,0,0,0,1005,0,0,0,0,0,0,1260,0,0,23252.5737383325
0,1145,0,0,0,0,1005,0,0,0,0,0,0,1260,0,0,23252.5737383325
0,1145,0,0,0,0,1005,0,0,0,0,0,0,1260,0,0,23252.5737383325
0,1145,0,0,0,0,0,1145,0,0,0,0,1005,0,0,0,33364.1709825544
0,1145,0,0,0,0,0,1145,0,0,0,0,1005,0,0,0,33364.1709825544
0,1145,0,0,0,0,0,1145,0,0,0,0,1005,0,0,0,33364.1709825544
0,1145,0,0,0,0,0,1145,0,0,0,0,0,1145,0,0,49500.2646686414
