74	2	7	184.8
75	1	5	172
75	1	6	201
75	1	7	225
75	2	5	137.6
75	2	6	160.8
75	2	7	180
76	1	5	165
76	1	6	195
76	1	7	219
76	2	5	132
76	2	6	156
76	2	7	175.2
77	1	5	151
77	1	6	181
77	1	7	205
77	2	5	120.8
77	2	6	144.8
77	2	7	164
78	1	5	165
78	1	6	195
78	1	7	219
78	2	5	132
78	2	6	156
78	2	7	175.2
79	1	5	184
79	1	6	213
79	1	7	236
79	2	5	147.2
79	2	6	170.4
79	2	7	188.8
80	1	5	190
80	1	6	219
80	1	7	242
80	2	5	152
80	2	6	175.2
80	2	7	193.6
81	1	5	165
81	1	6	195
81	1	7	219
81	2	5	132
81	2	6	156
81	2	7	175.2
82	1	5	184
82	1	6	213
82	1	7	236
82	2	5	147.2
82	2	6	170.4
82	2	7	188.8
83	1	5	201
83	1	6	229
83	1	7	252
83	2	5	160.8
83	2	6	183.2
83	2	7	201.6
84	1	5	201
84	1	6	229
84	1	7	252
84	2	5	160.8
84	2	6	183.2
84	2	7	201.6
85	1	5	190
85	1	6	219
85	1	7	242
85	2	5	152
85	2	6	175.2
85	2	7	193.6
86	1	5	165
86	1	6	195
86	1	7	219
86	2	5	132
86	2	6	156
86	2	7	175.2
87	1	5	165
87	1	6	195
87	1	7	219
87	2	5	132
87	2	6	156
87	2	7	175.2
88	1	5	151
88	1	6	181
88	1	7	205
88	2	5	120.8
88	2	6	144.8
88	2	7	164
89	1	5	151
89	1	6	181
89	1	7	205
89	2	5	120.8
89	2	6	144.8
89	2	7	164
90	1	5	196
90	1	6	224
90	1	7	247
90	2	5	156.8
90	2	6	179.2
90	2	7	197.6
91	1	5	151
91	1	6	181
91	1	7	205
91	2	5	120.8
91	2	6	144.8
91	2	7	164
92	1	5	196
92	1	6	224
92	1	7	247
92	2	5	156.8
92	2	6	179.2
92	2	7	197.6
93	1	5	201
93	1	6	229
93	1	7	252
93	2	5	160.8
93	2	6	183.2
93	2	7	201.6
94	1	5	165
94	1	6	195
94	1	7	219
94	2	5	132
94	2	6	156
94	2	7	175.2
95	1	5	196
95	1	6	224
95	1	7	247
95	2	5	156.8
95	2	6	179.2
95	2	7	197.6
96	1	5	201
96	1	6	229
96	1	7	252
96	2	5	160.8
96	2	6	183.2
96	2	7	201.6
97	1	5	206
97	1	6	234
97	1	7	256
97	2	5	164.8
97	2	6	187.2
97	2	7	204.8
98	1	5	201
98	1	6	229
98	1	7	252
98	2	5	160.8
98	2	6	183.2
98	2	7	201.6
99	1	5	165
99	1	6	195
99	1	7	219
99	2	5	132
99	2	6	156
99	2	7	175.2
100	1	5	190
100	1	6	219
100	1	7	242
100	2	5	152
100	2	6	175.2
100	2	7	193.6
101	1	5	206
101	1	6	234
101	1	7	256
101	2	5	164.8
101	2	6	187.2
101	2	7	204.8
102	1	5	184
102	1	6	213
102	1	7	236
102	2	5	147.2
102	2	6	170.4
102	2	7	188.8
103	1	5	172
103	1	6	201
103	1	7	225
103	2	5	137.6
103	2	6	160.8
103	2	7	180
104	1	5	151
104	1	6	181
104	1	7	205
104	2	5	120.8
104	2	6	144.8
104	2	7	164
105	1	5	172
105	1	6	201
105	1	7	225
105	2	5	137.6
105	2	6	160.8
105	2	7	180
106	1	5	196
106	1	6	224
106	1	7	247
106	2	5	156.8
106	2	6	179.2
106	2	7	197.6
107	1	5	196
107	1	6	224
107	1	7	247
107	2	5	156.8
107	2	6	179.2
107	2	7	197.6
108	1	5	206
108	1	6	234
108	1	7	256
108	2	5	164.8
108	2	6	187.2
108	2	7	204.8
109	1	5	178
109	1	6	207
109	1	7	231
109	2	5	142.4
109	2	6	165.6
109	2	7	184.8
110	1	5	201
110	1	6	229
110	1	7	252
110	2	5	160.8
110	2	6	183.2
110	2	7	201.6
111	1	5	172
111	1	6	201
111	1	7	225
111	2	5	137.6
111	2	6	160.8
111	2	7	180
112	1	5	206
112	1	6	234
112	1	7	256
112	2	5	164.8
112	2	6	187.2
112	2	7	204.8
113	1	5	190
113	1	6	219
113	1	7	242
113	2	5	152
113	2	6	175.2
113	2	7	193.6
114	1	5	172
114	1	6	201
114	1	7	225
114	2	5	137.6
114	2	6	160.8
114	2	7	180
115	1	5	196
115	1	6	224
115	1	7	247
115	2	5	156.8
115	2	6	179.2
115	2	7	197.6
116	1	5	165
116	1	6	195
116	1	7	219
116	2	5	132
116	2	6	156
116	2	7	175.2
117	1	5	165
117	1	6	195
117	1	7	219
117	2	5	132
117	2	6	156
117	2	7	175.2
118	1	5	151
118	1	6	181
118	1	7	205
118	2	5	120.8
118	2	6	144.8
118	2	7	164
119	1	5	172
119	1	6	201
119	1	7	225
119	2	5	137.6
119	2	6	160.8
119	2	7	180
120	1	5	158
120	1	6	188
120	1	7	212
120	2	5	126.4
120	2	6	150.4
120	2	7	169.6
121	1	5	178
121	1	6	207
121	1	7	231
121	2	5	142.4
121	2	6	165.6
121	2	7	184.8
122	1	5	151
122	1	6	181
122	1	7	205
122	2	5	120.8
122	2	6	144.8
122	2	7	164
123	1	5	165
123	1	6	195
123	1	7	219
123	2	5	132
123	2	6	156
123	2	7	175.2
124	1	5	172
124	1	6	201
124	1	7	225
124	2	5	137.6
124	2	6	160.8
124	2	7	180
125	1	5	196
125	1	6	224
125	1	7	247
125	2	5	156.8
125	2	6	179.2
125	2	7	197.6
126	1	5	172
126	1	6	201
126	1	7	225
126	2	5	137.6
126	2	6	160.8
126	2	7	180
127	1	5	201
127	1	6	229
127	1	7	252
127	2	5	160.8
127	2	6	183.2
127	2	7	201.6
128	1	5	201
128	1	6	229
128	1	7	252
128	2	5	160.8
128	2	6	183.2
128	2	7	201.6
129	1	5	158
129	1	6	188
129	1	7	212
129	2	5	126.4
129	2	6	150.4
129	2	7	169.6
130	1	5	178
130	1	6	207
130	1	7	231
130	2	5	142.4
130	2	6	165.6
130	2	7	184.8
131	1	5	172
131	1	6	201
131	1	7	225
131	2	5	137.6
131	2	6	160.8
131	2	7	180
132	1	5	190
132	1	6	219
132	1	7	242
132	2	5	152
132	2	6	175.2
132	2	7	193.6
133	1	5	172
133	1	6	201
133	1	7	225
133	2	5	137.6
133	2	6	160.8
133	2	7	180
134	1	5	201
134	1	6	229
134	1	7	252
134	2	5	160.8
134	2	6	183.2
134	2	7	201.6
135	1	5	196
135	1	6	224
135	1	7	247
135	2	5	156.8
135	2	6	179.2
135	2	7	197.6
136	1	5	206
136	1	6	234
136	1	7	256
136	2	5	164.8
136	2	6	187.2
136	2	7	204.8
137	1	5	165
137	1	6	195
137	1	7	219
137	2	5	132
137	2	6	156
137	2	7	175.2
138	1	5	190
138	1	6	219
138	1	7	242
138	2	5	152
138	2	6	175.2
138	2	7	193.6
139	1	5	172
139	1	6	201
139	1	7	225
139	2	5	137.6
139	2	6	160.8
139	2	7	180
140	1	5	151
140	1	6	181
140	1	7	205
140	2	5	120.8
140	2	6	144.8
140	2	7	164
141	1	5	165
141	1	6	195
141	1	7	219
141	2	5	132
141	2	6	156
141	2	7	175.2
142	1	5	190
142	1	6	219
142	1	7	242
142	2	5	152
142	2	6	175.2
142	2	7	193.6
143	1	5	151
143	1	6	181
143	1	7	205
143	2	5	120.8
143	2	6	144.8
143	2	7	164
144	1	5	201
144	1	6	229
144	1	7	252
144	2	5	160.8
144	2	6	183.2
144	2	7	201.6
145	1	5	165
145	1	6	195
145	1	7	219
145	2	5	132
145	2	6	156
145	2	7	175.2
146	1	5	190
146	1	6	219
146	1	7	242
146	2	5	152
146	2	6	175.2
146	2	7	193.6
147	1	5	201
147	1	6	229
147	1	7	252
147	2	5	160.8
147	2	6	183.2
147	2	7	201.6
148	1	5	151
148	1	6	181
148	1	7	205
148	2	5	120.8
148	2	6	144.8
148	2	7	164
149	1	5	190
149	1	6	219
149	1	7	242
149	2	5	152
149	2	6	175.2
149	2	7	193.6
150	1	5	201
150	1	6	229
150	1	7	252
150	2	5	160.8
150	2	6	183.2
150	2	7	201.6
151	1	5	184
151	1	6	213
151	1	7	236
151	2	5	147.2
151	2	6	170.4
151	2	7	188.8
152	1	5	201
152	1	6	229
152	1	7	252
152	2	5	160.8
152	2	6	183.2
152	2	7	201.6
153	1	5	151
153	1	6	181
153	1	7	205
153	2	5	120.8
153	2	6	144.8
153	2	7	164
154	1	5	158
154	1	6	188
154	1	7	212
154	2	5	126.4
154	2	6	150.4
154	2	7	169.6
155	1	5	184
155	1	6	213
155	1	7	236
155	2	5	147.2
155	2	6	170.4
155	2	7	188.8
156	1	5	190
156	1	6	219
156	1	7	242
156	2	5	152
156	2	6	175.2
156	2	7	193.6
157	1	5	151
157	1	6	181
157	1	7	205
157	2	5	120.8
157	2	6	144.8
157	2	7	164
158	1	5	172
158	1	6	201
158	1	7	225
158	2	5	137.6
158	2	6	160.8
158	2	7	180
159	1	5	158
159	1	6	188
159	1	7	212
159	2	5	126.4
159	2	6	150.4
159	2	7	169.6
160	1	5	196
160	1	6	224
160	1	7	247
160	2	5	156.8
160	2	6	179.2
160	2	7	197.6
161	1	5	201
161	1	6	229
161	1	7	252
161	2	5	160.8
161	2	6	183.2
161	2	7	201.6
162	1	5	158
162	1	6	188
162	1	7	212
162	2	5	126.4
162	2	6	150.4
162	2	7	169.6
163	1	5	184
163	1	6	213
163	1	7	236
163	2	5	147.2
163	2	6	170.4
163	2	7	188.8
164	1	5	190
164	1	6	219
164	1	7	242
164	2	5	152
164	2	6	175.2
164	2	7	193.6
165	1	5	165
165	1	6	195
165	1	7	219
165	2	5	132
165	2	6	156
165	2	7	175.2
166	1	5	201
166	1	6	229
166	1	7	252
166	2	5	160.8
166	2	6	183.2
166	2	7	201.6
167	1	5	184
167	1	6	213
167	1	7	236
167	2	5	147.2
167	2	6	170.4
167	2	7	188.8
168	1	5	206
168	1	6	234
168	1	7	256
168	2	5	164.8
168	2	6	187.2
168	2	7	204.8
169	1	5	196
169	1	6	224
169	1	7	247
169	2	5	156.8
169	2	6	179.2
169	2	7	197.6
170	1	5	196
170	1	6	224
170	1	7	247
170	2	5	156.8
170	2	6	179.2
170	2	7	197.6
171	1	5	201
171	1	6	229
171	1	7	252
171	2	5	160.8
171	2	6	183.2
171	2	7	201.6
172	1	5	151
172	1	6	181
172	1	7	205
172	2	5	120.8
172	2	6	144.8
172	2	7	164
173	1	5	158
173	1	6	188
173	1	7	212
173	2	5	126.4
173	2	6	150.4
173	2	7	169.6
174	1	5	190
174	1	6	219
174	1	7	242
174	2	5	152
174	2	6	175.2
174	2	7	193.6
175	1	5	184
175	1	6	213
175	1	7	236
175	2	5	147.2
175	2	6	170.4
175	2	7	188.8
176	1	5	158
176	1	6	188
176	1	7	212
176	2	5	126.4
176	2	6	150.4
176	2	7	169.6
177	1	5	196
177	1	6	224
177	1	7	247
177	2	5	156.8
177	2	6	179.2
177	2	7	197.6
178	1	5	178
178	1	6	207
178	1	7	231
178	2	5	142.4
178	2	6	165.6
178	2	7	184.8
179	1	5	206
179	1	6	234
179	1	7	256
179	2	5	164.8
179	2	6	187.2
179	2	7	204.8
180	1	5	165
180	1	6	195
180	1	7	219
180	2	5	132
180	2	6	156
180	2	7	175.2
181	1	5	190
181	1	6	219
181	1	7	242
181	2	5	152
181	2	6	175.2
181	2	7	193.6
182	1	5	201
182	1	6	229
182	1	7	252
182	2	5	160.8
182	2	6	183.2
182	2	7	201.6
183	1	5	206
183	1	6	234
183	1	7	256
183	2	5	164.8
183	2	6	187.2
183	2	7	204.8
184	1	5	206
184	1	6	234
184	1	7	256
184	2	5	164.8
184	2	6	187.2
184	2	7	204.8
185	1	5	172
185	1	6	201
185	1	7	225
185	2	5	137.6
185	2	6	160.8
185	2	7	180
186	1	5	158
186	1	6	188
186	1	7	212
186	2	5	126.4
186	2	6	150.4
186	2	7	169.6
187	1	5	206
187	1	6	234
187	1	7	256
187	2	5	164.8
187	2	6	187.2
187	2	7	204.8
188	1	5	190
188	1	6	219
188	1	7	242
188	2	5	152
188	2	6	175.2
188	2	7	193.6
189	1	5	201
189	1	6	229
189	1	7	252
189	2	5	160.8
189	2	6	183.2
189	2	7	201.6
190	1	5	151
190	1	6	181
190	1	7	205
190	2	5	120.8
190	2	6	144.8
190	2	7	164
191	1	5	184
191	1	6	213
191	1	7	236
191	2	5	147.2
191	2	6	170.4
191	2	7	188.8
192	1	5	190
192	1	6	219
192	1	7	242
192	2	5	152
192	2	6	175.2
192	2	7	193.6
193	1	5	184
193	1	6	213
193	1	7	236
193	2	5	147.2
193	2	6	170.4
193	2	7	188.8
194	1	5	158
194	1	6	188
194	1	7	212
194	2	5	126.4
194	2	6	150.4
194	2	7	169.6
195	1	5	201
195	1	6	229
195	1	7	252
195	2	5	160.8
195	2	6	183.2
195	2	7	201.6
196	1	5	165
196	1	6	195
196	1	7	219
196	2	5	132
196	2	6	156
196	2	7	175.2
197	1	5	158
197	1	6	188
197	1	7	212
197	2	5	126.4
197	2	6	150.4
197	2	7	169.6
198	1	5	158
198	1	6	188
198	1	7	212
198	2	5	126.4
198	2	6	150.4
198	2	7	169.6
199	1	5	151
199	1	6	181
199	1	7	205
199	2	5	120.8
199	2	6	144.8
199	2	7	164
200	1	5	151
200	1	6	181
200	1	7	205
200	2	5	120.8
200	2	6	144.8
200	2	7	164
201	1	5	151
201	1	6	181
201	1	7	205
201	2	5	120.8
201	2	6	144.8
201	2	7	164
202	1	5	165
202	1	6	195
202	1	7	219
202	2	5	132
202	2	6	156
202	2	7	175.2
203	1	5	196
203	1	6	224
203	1	7	247
203	2	5	156.8
203	2	6	179.2
203	2	7	197.6
204	1	5	190
204	1	6	219
204	1	7	242
204	2	5	152
204	2	6	175.2
204	2	7	193.6
205	1	5	151
205	1	6	181
205	1	7	205
205	2	5	120.8
205	2	6	144.8
205	2	7	164
206	1	5	184
206	1	6	213
206	1	7	236
206	2	5	147.2
206	2	6	170.4
206	2	7	188.8
207	1	5	151
207	1	6	181
207	1	7	205
207	2	5	120.8
207	2	6	144.8
207	2	7	164
208	1	5	206
208	1	6	234
208	1	7	256
208	2	5	164.8
208	2	6	187.2
208	2	7	204.8
209	1	5	190
209	1	6	219
209	1	7	242
209	2	5	152
209	2	6	175.2
209	2	7	193.6
210	1	5	206
210	1	6	234
210	1	7	256
210	2	5	164.8
210	2	6	187.2
210	2	7	204.8
211	1	5	172
211	1	6	201
211	1	7	225
211	2	5	137.6
211	2	6	160.8
211	2	7	180
212	1	5	172
212	1	6	201
212	1	7	225
212	2	5	137.6
212	2	6	160.8
212	2	7	180
213	1	5	158
213	1	6	188
213	1	7	212
213	2	5	126.4
213	2	6	150.4
213	2	7	169.6
214	1	5	196
214	1	6	224
214	1	7	247
214	2	5	156.8
214	2	6	179.2
214	2	7	197.6
215	1	5	165
215	1	6	195
215	1	7	219
215	2	5	132
215	2	6	156
215	2	7	175.2
216	1	5	190
216	1	6	219
216	1	7	242
216	2	5	152
216	2	6	175.2
216	2	7	193.6
217	1	5	151
217	1	6	181
217	1	7	205
217	2	5	120.8
217	2	6	144.8
217	2	7	164
218	1	5	165
218	1	6	195
218	1	7	219
218	2	5	132
218	2	6	156
218	2	7	175.2
219	1	5	151
219	1	6	181
219	1	7	205
219	2	5	120.8
219	2	6	144.8
219	2	7	164
220	1	5	165
220	1	6	195
220	1	7	219
220	2	5	132
220	2	6	156
220	2	7	175.2
221	1	5	172
221	1	6	201
221	1	7	225
221	2	5	137.6
221	2	6	160.8
221	2	7	180
222	1	5	196
222	1	6	224
222	1	7	247
222	2	5	156.8
222	2	6	179.2
222	2	7	197.6
223	1	5	178
223	1	6	207
223	1	7	231
223	2	5	142.4
223	2	6	165.6
223	2	7	184.8
224	1	5	196
224	1	6	224
224	1	7	247
224	2	5	156.8
224	2	6	179.2
224	2	7	197.6
225	1	5	190
225	1	6	219
225	1	7	242
225	2	5	152
225	2	6	175.2
225	2	7	193.6
226	1	5	184
226	1	6	213
226	1	7	236
226	2	5	147.2
226	2	6	170.4
226	2	7	188.8
227	1	5	158
227	1	6	188
227	1	7	212
227	2	5	126.4
227	2	6	150.4
227	2	7	169.6
228	1	5	184
228	1	6	213
228	1	7	236
228	2	5	147.2
228	2	6	170.4
228	2	7	188.8
229	1	5	196
229	1	6	224
229	1	7	247
229	2	5	156.8
229	2	6	179.2
229	2	7	197.6
230	1	5	165
230	1	6	195
230	1	7	219
230	2	5	132
230	2	6	156
230	2	7	175.2
231	1	5	184
231	1	6	213
231	1	7	236
231	2	5	147.2
231	2	6	170.4
231	2	7	188.8
232	1	5	201
232	1	6	229
232	1	7	252
232	2	5	160.8
232	2	6	183.2
232	2	7	201.6
233	1	5	201
233	1	6	229
233	1	7	252
233	2	5	160.8
233	2	6	183.2
233	2	7	201.6
234	1	5	206
234	1	6	234
234	1	7	256
234	2	5	164.8
234	2	6	187.2
234	2	7	204.8
235	1	5	165
235	1	6	195
235	1	7	219
235	2	5	132
235	2	6	156
235	2	7	175.2
236	1	5	184
236	1	6	213
236	1	7	236
236	2	5	147.2
236	2	6	170.4
236	2	7	188.8
237	1	5	201
237	1	6	229
237	1	7	252
237	2	5	160.8
237	2	6	183.2
237	2	7	201.6
238	1	5	158
238	1	6	188
238	1	7	212
238	2	5	126.4
238	2	6	150.4
238	2	7	169.6
239	1	5	178
239	1	6	207
239	1	7	231
239	2	5	142.4
239	2	6	165.6
239	2	7	184.8
240	1	5	172
240	1	6	201
240	1	7	225
240	2	5	137.6
240	2	6	160.8
240	2	7	180
241	1	5	151
241	1	6	181
241	1	7	205
241	2	5	120.8
241	2	6	144.8
241	2	7	164
242	1	5	184
242	1	6	213
242	1	7	236
242	2	5	147.2
242	2	6	170.4
242	2	7	188.8
243	1	5	201
243	1	6	229
243	1	7	252
243	2	5	160.8
243	2	6	183.2
243	2	7	201.6
244	1	5	158
244	1	6	188
244	1	7	212
244	2	5	126.4
244	2	6	150.4
244	2	7	169.6
245	1	5	178
245	1	6	207
245	1	7	231
245	2	5	142.4
245	2	6	165.6
245	2	7	184.8
246	1	5	165
246	1	6	195
246	1	7	219
246	2	5	132
246	2	6	156
246	2	7	175.2
247	1	5	172
247	1	6	201
247	1	7	225
247	2	5	137.6
247	2	6	160.8
247	2	7	180
248	1	5	196
248	1	6	224
248	1	7	247
248	2	5	156.8
248	2	6	179.2
248	2	7	197.6
249	1	5	178
249	1	6	207
249	1	7	231
249	2	5	142.4
249	2	6	165.6
249	2	7	184.8
250	1	5	190
250	1	6	219
250	1	7	242
250	2	5	152
250	2	6	175.2
250	2	7	193.6
251	1	5	201
251	1	6	229
251	1	7	252
251	2	5	160.8
251	2	6	183.2
251	2	7	201.6
252	1	5	172
252	1	6	201
252	1	7	225
252	2	5	137.6
252	2	6	160.8
252	2	7	180
253	1	5	158
253	1	6	188
253	1	7	212
253	2	5	126.4
253	2	6	150.4
253	2	7	169.6
254	1	5	172
254	1	6	201
254	1	7	225
254	2	5	137.6
254	2	6	160.8
254	2	7	180
255	1	5	196
255	1	6	224
255	1	7	247
255	2	5	156.8
255	2	6	179.2
255	2	7	197.6
256	1	5	151
256	1	6	181
256	1	7	205
256	2	5	120.8
256	2	6	144.8
256	2	7	164
257	1	5	151
257	1	6	181
257	1	7	205
257	2	5	120.8
257	2	6	144.8
257	2	7	164
258	1	5	165
258	1	6	195
258	1	7	219
258	2	5	132
258	2	6	156
258	2	7	175.2
259	1	5	158
259	1	6	188
259	1	7	212
259	2	5	126.4
259	2	6	150.4
259	2	7	169.6
260	1	5	184
260	1	6	213
260	1	7	236
260	2	5	147.2
260	2	6	170.4
260	2	7	188.8
261	1	5	190
261	1	6	219
261	1	7	242
261	2	5	152
261	2	6	175.2
261	2	7	193.6
262	1	5	196
262	1	6	224
262	1	7	247
262	2	5	156.8
262	2	6	179.2
262	2	7	197.6
263	1	5	184
263	1	6	213
263	1	7	236
263	2	5	147.2
263	2	6	170.4
263	2	7	188.8
264	1	5	206
264	1	6	234
264	1	7	256
264	2	5	164.8
264	2	6	187.2
264	2	7	204.8
265	1	5	190
265	1	6	219
265	1	7	242
265	2	5	152
265	2	6	175.2
265	2	7	193.6
266	1	5	165
